A,B,C,D,E,Time
0,113.28,287,659.8,53.8,2020-01-24 19:21:52
0,113.28,281,659.8,54.1,2020-01-24 19:21:56
0,113.28,289,659.8,54.1,2020-01-24 19:22:00
0,113.48,284,659.8,54.4,2020-01-24 19:22:04
0,113.4,281,659.8,54.1,2020-01-24 19:22:09
0,113.44,282,659.8,53.3,2020-01-24 19:22:13
0,113.32,279,659.8,55.4,2020-01-24 19:22:17
0,113.36,282,659.8,53.3,2020-01-24 19:22:21
0,113.32,275,659.8,56.7,2020-01-24 19:22:25
0,113.28,285,659.8,54.1,2020-01-24 19:22:30
0,113.2,283,659.8,54.7,2020-01-24 19:22:34
0,113.16,276,659.8,54.3,2020-01-24 19:22:38
0,113.04,284,659.8,57.5,2020-01-24 19:22:42
0,112.96,283,659.8,53.1,2020-01-24 19:22:46
0,113.04,280,659.8,53.6,2020-01-24 19:22:50
0,113,282,659.8,53.9,2020-01-24 19:22:55
0,112.84,280,659.8,53.1,2020-01-24 19:22:59
0,112.84,289,659.8,51,2020-01-24 19:23:03
0,112.92,279,659.8,54.1,2020-01-24 19:23:07
0,112.96,284,659.8,54.1,2020-01-24 19:23:11
0,113.12,284,659.8,54.1,2020-01-24 19:23:16
0,113.12,279,659.8,54.1,2020-01-24 19:23:20
0,113.2,280,659.8,52.6,2020-01-24 19:23:24
0,113.2,282,659.8,57.5,2020-01-24 19:23:28
0,113.16,278,659.8,53.9,2020-01-24 19:23:32
0,113.28,279,659.8,56.7,2020-01-24 19:23:37
0,113.24,283,659.8,55.1,2020-01-24 19:23:41
0,113.32,283,659.8,55.5,2020-01-24 19:23:45
0,113.32,284,659.8,53.8,2020-01-24 19:23:49
0,113.24,284,659.8,53.6,2020-01-24 19:23:53
0,113.52,283,659.8,53.3,2020-01-24 19:23:58
0,113.56,279,659.8,49.3,2020-01-24 19:24:02
0,113.6,285,659.8,53.3,2020-01-24 19:24:06
0,113.56,291,659.8,53.1,2020-01-24 19:24:10
0,113.64,283,659.8,54.9,2020-01-24 19:24:14
0,113.52,278,659.8,53.3,2020-01-24 19:24:18
0,113.64,283,659.8,53.1,2020-01-24 19:24:23
0,113.52,283,659.8,53.4,2020-01-24 19:24:27
0,113.48,285,659.8,53.6,2020-01-24 19:24:31
0,113.4,287,659.8,56.3,2020-01-24 19:24:35
0,113.28,285,659.8,53.1,2020-01-24 19:24:39
0,113.4,281,659.8,50.4,2020-01-24 19:24:44
0,113.44,283,659.8,53.6,2020-01-24 19:24:48
0,113.36,284,659.8,53.3,2020-01-24 19:24:52
0,113.32,281,659.8,53.8,2020-01-24 19:24:56
0,113.24,278,659.8,54.4,2020-01-24 19:25:00
0,113.48,282,659.8,53.4,2020-01-24 19:25:05
0,113.48,282,659.8,55.2,2020-01-24 19:25:09
0,113.52,279,659.8,54.1,2020-01-24 19:25:13
0,113.44,279,659.8,53.6,2020-01-24 19:25:17
0,113.44,285,659.8,55.9,2020-01-24 19:25:21
0,113.32,285,659.8,46.5,2020-01-24 19:25:25
0,113.28,281,659.8,53.1,2020-01-24 19:25:30
0,113.44,284,659.8,53.1,2020-01-24 19:25:34
0,113.4,281,659.8,52.6,2020-01-24 19:25:38
0,113.24,279,659.8,55.1,2020-01-24 19:25:42
0,113,281,659.8,54.1,2020-01-24 19:25:46
0,113.24,282,659.8,54.3,2020-01-24 19:25:51
0,113.24,283,659.8,54.1,2020-01-24 19:25:55
0,113,276,659.8,53,2020-01-24 19:25:59
0,113,278,659.8,51.4,2020-01-24 19:26:03
0,113.2,285,659.8,53.1,2020-01-24 19:26:07
0,113.32,285,659.8,54.6,2020-01-24 19:26:12
0,113.4,283,659.8,54.3,2020-01-24 19:26:16
0,113.24,286,659.8,53.8,2020-01-24 19:26:20
0,113.2,285,659.8,54.6,2020-01-24 19:26:24
0,113.6,281,659.8,55.2,2020-01-24 19:26:28
0,113.44,279,659.8,53.4,2020-01-24 19:26:32
0,113.44,289,659.8,54.3,2020-01-24 19:26:37
0,113.64,276,659.8,54.1,2020-01-24 19:26:41
0,113.64,282,659.8,54.9,2020-01-24 19:26:45
0,113.4,281,659.8,53.1,2020-01-24 19:26:49
0,113.28,285,659.8,54.1,2020-01-24 19:26:53
0,113.48,283,659.8,54.4,2020-01-24 19:26:58
0,113.44,282,659.8,53.3,2020-01-24 19:27:02
0,113.56,285,659.8,53.1,2020-01-24 19:27:06
0,113.48,279,659.8,54.1,2020-01-24 19:27:10
0,113.44,279,659.8,55.1,2020-01-24 19:27:14
0,113.32,284,659.8,55.2,2020-01-24 19:27:19
0,113.28,283,659.8,54.3,2020-01-24 19:27:23
0,113.24,282,659.8,54.1,2020-01-24 19:27:27
0,113.44,281,659.8,54.6,2020-01-24 19:27:31
0,113.36,275,659.8,53,2020-01-24 19:27:35
0,113.32,282,659.8,53.8,2020-01-24 19:27:39
0,113.28,281,659.8,53.6,2020-01-24 19:27:44
0,113.32,286,659.8,55.1,2020-01-24 19:27:48
0,113.36,287,659.8,54.1,2020-01-24 19:27:53
0,113.28,279,659.8,54.1,2020-01-24 19:27:57
0,113.24,275,659.8,56.5,2020-01-24 19:28:01
0,113.08,285,659.8,54.1,2020-01-24 19:28:06
0,113.12,281,659.8,53.9,2020-01-24 19:28:10
0,113.12,283,659.8,53.1,2020-01-24 19:28:14
0,113.2,282,659.8,56.5,2020-01-24 19:28:18
0,113.04,283,659.8,53.8,2020-01-24 19:28:22
0,112.96,281,659.8,54.3,2020-01-24 19:28:27
0,113.04,282,659.8,53.9,2020-01-24 19:28:31
0,112.8,285,659.8,53.3,2020-01-24 19:28:35
0,112.84,283,659.8,55.1,2020-01-24 19:28:39
0,112.68,283,659.8,53.1,2020-01-24 19:28:43
0,112.76,283,659.8,53.1,2020-01-24 19:28:48
0,112.72,283,659.8,53.1,2020-01-24 19:28:52
0,112.68,283,659.8,55.1,2020-01-24 19:28:56
0,112.84,286,659.8,53.8,2020-01-24 19:29:02
0,113.04,283,659.8,57.3,2020-01-24 19:29:06
0,113.04,282,659.8,53.8,2020-01-24 19:29:11
0,113,288,659.8,54.1,2020-01-24 19:29:16
0,113.12,286,659.8,53.9,2020-01-24 19:29:20
0,113.12,283,659.8,53.4,2020-01-24 19:29:25
0,112.88,285,659.8,53.3,2020-01-24 19:29:29
0,112.32,283,659.8,53.3,2020-01-24 19:29:34
0,112.4,284,659.8,53.4,2020-01-24 19:29:39
0,112.48,290,659.8,54.3,2020-01-24 19:29:43
0,112.2,278,659.8,53.6,2020-01-24 19:29:48
0,112.44,282,659.8,55.2,2020-01-24 19:29:53
0,112.32,282,659.8,53.6,2020-01-24 19:29:57
0,112.36,284,659.8,53.1,2020-01-24 19:30:02
0,112.24,282,659.8,54.9,2020-01-24 19:30:06
0,112.4,286,659.8,53.8,2020-01-24 19:30:11
0,112.44,283,659.8,54.1,2020-01-24 19:30:16
0,112.44,278,659.8,53.8,2020-01-24 19:30:21
0,112.44,285,659.8,53.8,2020-01-24 19:30:26
0,112.4,281,659.8,53,2020-01-24 19:30:31
0,112.28,282,659.8,54.9,2020-01-24 19:30:35
0,112.16,284,659.8,53.9,2020-01-24 19:30:40
0,112.24,279,659.8,53.3,2020-01-24 19:30:45
0,112.08,292,659.8,59.6,2020-01-24 19:30:49
0,112.12,276,659.8,53.3,2020-01-24 19:30:54
0,112.2,281,659.8,54.3,2020-01-24 19:30:59
0,112.52,291,659.8,59.2,2020-01-24 19:31:04
0,112.48,283,659.8,54.3,2020-01-24 19:31:08
0,112.36,283,659.8,53.3,2020-01-24 19:31:13
0,112.44,281,659.8,54.4,2020-01-24 19:31:18
0,112.32,281,659.8,53.3,2020-01-24 19:31:23
0,112.4,279,659.8,53.1,2020-01-24 19:31:28
0,112.68,283,659.8,53.6,2020-01-24 19:31:33
0,112.76,284,659.8,53.1,2020-01-24 19:31:38
0,112.6,282,659.8,53.9,2020-01-24 19:31:43
0,112.44,281,659.8,54.1,2020-01-24 19:31:48
0,112.6,282,659.8,53.1,2020-01-24 19:31:52
0,112.68,283,659.8,53.6,2020-01-24 19:31:57
0,112.56,282,659.8,53.8,2020-01-24 19:32:02
0,112.48,282,659.8,53.6,2020-01-24 19:32:07
0,112.36,283,659.8,53.6,2020-01-24 19:32:12
0,112.48,285,659.8,53.1,2020-01-24 19:32:17
0,112.36,285,659.8,53,2020-01-24 19:32:21
0,112.56,284,659.8,53.6,2020-01-24 19:32:25
0,112.48,291,659.8,54.4,2020-01-24 19:32:29
0,112.52,286,659.8,54.1,2020-01-24 19:32:33
0,112.32,285,659.8,52.6,2020-01-24 19:32:38
0,112.48,289,659.8,53.1,2020-01-24 19:32:42
0,112.52,283,659.8,55.7,2020-01-24 19:32:46
0,112.56,281,659.8,56.7,2020-01-24 19:32:50
0,112.44,285,659.8,54.1,2020-01-24 19:32:54
0,112.64,278,659.8,54.1,2020-01-24 19:32:58
0,112.44,279,659.8,54.6,2020-01-24 19:33:03
0,112.44,279,659.8,53.6,2020-01-24 19:33:07
0,112.36,283,659.8,53.3,2020-01-24 19:33:11
0,112.4,284,659.8,55.2,2020-01-24 19:33:15
0,112.36,279,659.8,54.1,2020-01-24 19:33:19
0,112.48,281,659.8,52.6,2020-01-24 19:33:24
0,112.28,282,659.8,53.4,2020-01-24 19:33:28
0,112.24,283,659.8,54.1,2020-01-24 19:33:32
0,112.44,282,659.8,53.9,2020-01-24 19:33:36
0,112.12,283,659.8,53.3,2020-01-24 19:33:40
0,111.96,284,659.8,54.1,2020-01-24 19:33:45
0,111.88,291,659.8,55.1,2020-01-24 19:33:49
0,112,281,659.8,51.7,2020-01-24 19:33:53
0,111.96,285,659.8,54.1,2020-01-24 19:33:57
0,111.84,274,659.8,53,2020-01-24 19:34:01
0,111.92,282,659.8,53.3,2020-01-24 19:34:06
0,112,283,659.8,54.4,2020-01-24 19:34:10
0,112,285,659.8,54.1,2020-01-24 19:34:15
0,111.92,288,659.8,53.4,2020-01-24 19:34:19
0,112,286,659.8,54.6,2020-01-24 19:34:24
0,111.84,287,659.8,53.1,2020-01-24 19:34:28
0,111.92,282,659.8,53.9,2020-01-24 19:34:32
0,112,284,659.8,54.3,2020-01-24 19:34:36
0,112.12,284,659.8,54.3,2020-01-24 19:34:40
0,112.24,285,659.8,54.3,2020-01-24 19:34:44
0,112.2,283,659.8,54.1,2020-01-24 19:34:49
0,112.56,283,659.8,49.4,2020-01-24 19:34:53
0,112.48,283,659.8,54.1,2020-01-24 19:34:57
0,112.44,283,659.8,54.3,2020-01-24 19:35:01
0,112.44,282,659.8,53.9,2020-01-24 19:35:05
0,112.48,283,659.8,54.1,2020-01-24 19:35:10
0,112.64,283,659.8,51.5,2020-01-24 19:35:14
0,112.48,279,659.8,54.4,2020-01-24 19:35:18
0,112.48,278,659.8,56.3,2020-01-24 19:35:22
0,112.56,283,659.8,53.3,2020-01-24 19:35:26
0,112.6,286,659.8,54.1,2020-01-24 19:35:31
0,112.4,276,659.8,53.8,2020-01-24 19:35:35
0,112.24,286,659.8,53.6,2020-01-24 19:35:39
0,112.36,277,659.8,54.1,2020-01-24 19:35:43
0,112.4,282,659.8,54.4,2020-01-24 19:35:47
0,112.36,283,659.8,54.1,2020-01-24 19:35:52
0,112.48,285,659.8,53.6,2020-01-24 19:35:56
0,112.48,281,659.8,53.8,2020-01-24 19:36:00
0,112.6,277,659.8,53.9,2020-01-24 19:36:04
0,112.52,281,659.8,54.1,2020-01-24 19:36:08
0,112.44,285,659.8,53.4,2020-01-24 19:36:13
0,112.4,282,659.8,56.5,2020-01-24 19:36:17
0,112.52,282,659.8,53.3,2020-01-24 19:36:21
0,112.36,289,659.8,54.3,2020-01-24 19:36:25
0,112.4,279,659.8,53.6,2020-01-24 19:36:29
0,112.36,282,659.8,53.3,2020-01-24 19:36:33
0,112.44,280,659.8,53.9,2020-01-24 19:36:38
0,112.44,282,659.8,53.6,2020-01-24 19:36:42
0,112.32,282,659.8,53,2020-01-24 19:36:46
0,112.44,282,659.8,54.1,2020-01-24 19:36:50
0,112.44,283,659.8,53.8,2020-01-24 19:36:54
0,112.28,281,659.8,52.6,2020-01-24 19:36:59
0,112.2,288,659.8,54.3,2020-01-24 19:37:03
0,112.12,284,659.8,54.3,2020-01-24 19:37:07
0,112.36,283,659.8,51.8,2020-01-24 19:37:11
0,112.2,275,659.8,54.1,2020-01-24 19:37:18
0,112.32,284,659.8,54.9,2020-01-24 19:37:22
0,112.32,282,659.8,54.4,2020-01-24 19:37:26
0,112.2,273,659.8,53.8,2020-01-24 19:37:30
0,112.24,289,659.8,53.4,2020-01-24 19:37:35
0,112.28,282,659.8,54.7,2020-01-24 19:37:39
0,112.32,288,659.8,53.6,2020-01-24 19:37:43
0,112.32,275,659.8,54.3,2020-01-24 19:37:47
0,112.32,283,659.8,53.3,2020-01-24 19:37:51
0,112.28,282,659.8,54.3,2020-01-24 19:37:56
0,112.4,282,659.8,54.1,2020-01-24 19:38:00
0,112.4,286,659.8,54.1,2020-01-24 19:38:04
0,112.4,277,659.8,53.4,2020-01-24 19:38:08
0,112.28,284,659.8,54.1,2020-01-24 19:38:12
0,112.24,284,659.8,53.6,2020-01-24 19:38:17
0,112.04,277,659.8,52.6,2020-01-24 19:38:21
0,112.12,279,659.8,53.9,2020-01-24 19:38:25
0,112.36,286,659.8,54.3,2020-01-24 19:38:30
0,112.44,279,659.8,52.2,2020-01-24 19:38:34
0,112.56,283,659.8,55.7,2020-01-24 19:38:45
0,112.76,284,659.8,56.2,2020-01-24 19:38:50
0,112.68,282,659.8,54.4,2020-01-24 19:38:55
0,112.56,283,659.8,54.6,2020-01-24 19:38:59
0,112.6,283,659.8,56,2020-01-24 19:39:06
0,112.68,284,659.8,54.1,2020-01-24 19:39:13
0,113,284,659.8,53.1,2020-01-24 19:39:18
0,113,281,659.8,54.3,2020-01-24 19:39:22
0,113.04,283,659.8,54.3,2020-01-24 19:39:26
0,113.24,281,659.8,55.7,2020-01-24 19:39:30
0,113.28,283,659.8,53.3,2020-01-24 19:39:35
0,112.96,290,659.8,54.1,2020-01-24 19:39:39
0,112.88,283,659.8,54.4,2020-01-24 19:39:43
0,112.8,282,659.8,53.8,2020-01-24 19:39:47
0,112.8,287,659.8,54.4,2020-01-24 19:39:51
0,112.96,283,659.8,53.4,2020-01-24 19:39:56
0,112.96,282,659.8,53.3,2020-01-24 19:40:00
0,112.92,285,659.8,52.3,2020-01-24 19:40:05
0,112.84,285,659.8,54.9,2020-01-24 19:40:14
0,112.76,287,659.8,53.4,2020-01-24 19:40:28
0,113.24,285,659.8,54.3,2020-01-24 19:40:33
0,112.96,282,659.8,53.1,2020-01-24 19:40:37
0,113.4,285,659.8,54.1,2020-01-24 19:40:43
0,113.52,286,659.8,55.7,2020-01-24 19:40:49
0,113.44,281,659.8,54.4,2020-01-24 19:40:57
0,113.32,282,659.8,54.9,2020-01-24 19:41:03
0,113.28,278,659.8,53,2020-01-24 19:41:10
0,113.2,281,659.8,54.1,2020-01-24 19:41:14
0,113.2,292,659.8,54.3,2020-01-24 19:41:19
0,113.2,287,659.8,53.1,2020-01-24 19:41:25
0,113.04,281,659.8,53.9,2020-01-24 19:41:29
0,113.24,287,659.8,53.6,2020-01-24 19:41:35
0,113.16,284,659.8,53.6,2020-01-24 19:41:48
0,113.2,290,659.8,53,2020-01-24 19:41:52
0,113.24,281,659.8,53.8,2020-01-24 19:41:58
0,113.08,285,659.8,54.4,2020-01-24 19:42:02
0,113.2,285,659.8,53.4,2020-01-24 19:42:08
0,113.32,288,659.8,46.4,2020-01-24 19:42:14
0,113.16,285,659.8,53.6,2020-01-24 19:42:19
0,112.92,287,659.8,54.3,2020-01-24 19:42:23
0,113.08,283,659.8,52.5,2020-01-24 19:42:32
0,113.24,281,659.8,57.8,2020-01-24 19:42:39
0,113.12,279,659.8,53.8,2020-01-24 19:42:48
0,112.96,277,659.8,54.1,2020-01-24 19:42:56
0,113.08,285,659.8,53.4,2020-01-24 19:43:01
0,112.96,283,659.8,53.1,2020-01-24 19:43:08
0,112.96,287,659.8,55.7,2020-01-24 19:43:12
0,113.12,285,659.8,53.8,2020-01-24 19:43:16
0,113.16,285,659.8,54.1,2020-01-24 19:43:21
0,113.24,283,659.8,52.5,2020-01-24 19:43:25
0,113.12,281,659.8,54.1,2020-01-24 19:43:29
0,113.12,286,659.8,54.3,2020-01-24 19:43:33
0,113,281,659.8,53.6,2020-01-24 19:43:38
0,113.08,281,659.8,54.1,2020-01-24 19:43:42
0,113.12,285,659.8,53.3,2020-01-24 19:43:46
0,113.2,287,659.8,52.6,2020-01-24 19:43:51
0,112.96,285,659.8,53.9,2020-01-24 19:43:55
0,112.96,286,659.8,53.6,2020-01-24 19:43:59
0,112.96,281,659.8,53.8,2020-01-24 19:44:03
0,113.28,284,659.8,53.8,2020-01-24 19:44:07
0,113.28,281,659.8,55.1,2020-01-24 19:44:12
0,113.24,281,659.8,53.6,2020-01-24 19:44:16
0,113.12,283,659.8,53.1,2020-01-24 19:44:20
0,113.16,277,659.8,54.1,2020-01-24 19:44:24
0,113.16,284,659.8,53.1,2020-01-24 19:44:28
0,113.12,288,659.8,53.3,2020-01-24 19:44:33
0,113.08,285,659.8,53.8,2020-01-24 19:44:37
0,113.12,286,659.8,54.3,2020-01-24 19:44:41
0,113.28,283,659.8,52.5,2020-01-24 19:44:45
0,113.44,283,659.8,53.9,2020-01-24 19:44:50
0,113.36,285,659.8,54.1,2020-01-24 19:44:54
0,113.36,282,659.8,54.9,2020-01-24 19:45:03
0,113.08,289,659.8,54.1,2020-01-24 19:45:08
0,113.12,283,659.8,54.3,2020-01-24 19:45:13
0,113.04,285,659.8,55.4,2020-01-24 19:45:25
0,112.52,285,659.8,54.1,2020-01-24 19:45:30
0,112.24,283,659.8,54.4,2020-01-24 19:45:36
0,112.36,285,659.8,53.9,2020-01-24 19:45:48
0,112.48,280,659.8,53.9,2020-01-24 19:45:52
0,112.48,282,659.8,54.1,2020-01-24 19:45:56
0,112.32,279,659.8,54.1,2020-01-24 19:46:01
0,112.36,285,659.8,56.5,2020-01-24 19:46:05
0,112.28,284,659.8,54.9,2020-01-24 19:46:10
0,112.2,286,659.8,54.3,2020-01-24 19:46:15
0,112.32,283,659.8,53.4,2020-01-24 19:46:19
0,112.36,288,659.8,54.1,2020-01-24 19:46:24
0,112.08,279,659.8,56.5,2020-01-24 19:46:34
0,112.28,282,659.8,54.1,2020-01-24 19:46:37
0,112.24,286,659.8,54.1,2020-01-24 19:46:44
0,111.8,286,659.8,54.3,2020-01-24 19:46:53
0,112.04,285,659.8,54.3,2020-01-24 19:47:01
0,112,287,659.8,51,2020-01-24 19:47:18
0,112.28,284,659.8,54.1,2020-01-24 19:47:23
0,112.36,287,659.8,54.1,2020-01-24 19:47:31
0,112.28,282,659.8,54.4,2020-01-24 19:47:43
0,112.2,283,659.8,53.6,2020-01-24 19:47:47
0,112.16,287,659.8,57.3,2020-01-24 19:47:53
0,112.24,286,659.8,53.6,2020-01-24 19:47:57
0,112.12,291,659.8,52,2020-01-24 19:48:02
0,112.16,285,659.8,55.1,2020-01-24 19:48:15
0,112.48,284,659.8,54.7,2020-01-24 19:48:19
0,112.4,283,659.8,55.2,2020-01-24 19:48:24
0,112.16,278,659.8,56.2,2020-01-24 19:48:29
0,112.12,293,659.8,53.3,2020-01-24 19:48:33
0,112.08,285,659.8,54.1,2020-01-24 19:48:40
0,112.12,285,659.8,53.3,2020-01-24 19:48:48
0,112.2,282,659.8,54.1,2020-01-24 19:48:53
0,112.08,286,659.8,54.4,2020-01-24 19:49:09
0,112.36,286,659.8,54.1,2020-01-24 19:49:15
0,112.2,288,659.8,53.6,2020-01-24 19:49:20
0,112.2,286,659.8,53.3,2020-01-24 19:49:25
0,112.24,288,659.8,53.8,2020-01-24 19:49:33
0,112.12,284,659.8,54.4,2020-01-24 19:49:37
0,112.04,284,659.8,54.1,2020-01-24 19:49:47
0,111.84,281,659.8,53,2020-01-24 19:49:53
0,111.96,285,659.8,53.6,2020-01-24 19:49:58
0,105.32,283,659.8,55.2,2020-01-24 19:50:03
0,110.32,282,659.8,55.7,2020-01-24 19:50:08
1,116.24,284,659.8,56.7,2020-01-24 19:50:13
0,116.2,283,659.8,54.1,2020-01-24 19:50:18
0,115,283,659.8,51.5,2020-01-24 19:50:23
0,114.04,285,659.8,53.6,2020-01-24 19:50:28
0,115.2,287,659.8,50.7,2020-01-24 19:50:33
0,114.2,286,659.8,54.1,2020-01-24 19:50:37
0,116.2,285,659.8,53,2020-01-24 19:50:43
0,116.36,282,659.8,54.3,2020-01-24 19:50:48
0,114.12,291,659.8,54.1,2020-01-24 19:50:54
0,111.6,283,659.8,53.8,2020-01-24 19:50:59
0,1.61,283,659.8,54.1,2020-01-24 19:51:03
1,114.8,287,659.8,53.8,2020-01-24 19:51:08
0,114.2,279,659.8,53.8,2020-01-24 19:51:13
0,114.76,278,659.8,53.8,2020-01-24 19:51:17
0,0.22,283,659.8,54.1,2020-01-24 19:51:22
0,0.22,285,659.8,53.8,2020-01-24 19:51:28
0,0.22,281,659.8,54.3,2020-01-24 19:51:32
0,0.22,286,659.8,54.1,2020-01-24 19:51:37
0,0.22,282,659.8,53.3,2020-01-24 19:51:41
0,0.22,282,659.8,55.9,2020-01-24 19:51:46
0,0.22,279,659.8,54.1,2020-01-24 19:51:50
0,0.22,290,659.8,54.1,2020-01-24 19:51:55
0,0.22,283,659.8,53.3,2020-01-24 19:52:00
0,0.22,286,659.8,53.4,2020-01-24 19:52:06
0,0.22,286,659.8,54.3,2020-01-24 19:52:17
0,0.22,283,659.8,53.8,2020-01-24 19:52:23
0,0.22,282,659.8,54.1,2020-01-24 19:52:27
0,0.22,284,659.8,54.1,2020-01-24 19:52:33
0,0.22,291,659.8,53.8,2020-01-24 19:52:37
0,0.22,285,659.8,54.4,2020-01-24 19:52:42
0,0.22,284,659.8,59.6,2020-01-24 19:52:46
0,0.22,286,659.8,53.3,2020-01-24 19:52:50
0,0.22,282,659.8,53.6,2020-01-24 19:52:56
0,0.22,283,659.8,53.9,2020-01-24 19:53:00
0,0.22,288,659.8,53.3,2020-01-24 19:53:04
0,0.22,277,659.8,53.8,2020-01-24 19:53:10
0,0.22,281,659.8,51,2020-01-24 19:53:15
0,0.22,286,659.8,55.5,2020-01-24 19:53:19
0,0.22,283,659.8,55.1,2020-01-24 19:53:23
0,0.22,283,659.8,53.8,2020-01-24 19:53:27
0,0.22,283,659.8,54.7,2020-01-24 19:53:31
0,0.22,279,659.8,54.3,2020-01-24 19:53:36
0,0.22,283,659.8,54.7,2020-01-24 19:53:40
0,0.22,282,659.8,53,2020-01-24 19:53:44
0,0.22,278,659.8,54.1,2020-01-24 19:53:48
0,0.22,288,659.8,53.3,2020-01-24 19:53:52
0,0.22,288,659.8,51.8,2020-01-24 19:53:57
0,0.22,286,659.8,54.6,2020-01-24 19:54:01
0,0.22,286,659.8,54.9,2020-01-24 19:54:05
0,0.22,282,659.8,53.1,2020-01-24 19:54:10
0,0.22,283,659.8,54.1,2020-01-24 19:54:14
0,0.22,288,659.8,54.1,2020-01-24 19:54:19
0,0.22,285,659.8,55.9,2020-01-24 19:54:23
0,0.22,290,659.8,53.9,2020-01-24 19:54:27
0,0.22,287,659.8,53.6,2020-01-24 19:54:31
0,0.22,283,659.8,53.6,2020-01-24 19:54:35
0,0.22,288,659.8,53.4,2020-01-24 19:54:40
0,0.22,282,659.8,54.1,2020-01-24 19:54:44
0,0.22,286,659.8,52,2020-01-24 19:54:48
0,0.22,286,659.8,54.3,2020-01-24 19:54:52
0,0.22,287,659.8,54.1,2020-01-24 19:54:56
0,0.22,278,659.8,54.1,2020-01-24 19:55:01
0,0.22,282,659.8,54.1,2020-01-24 19:55:05
0,0.22,289,659.8,54.1,2020-01-24 19:55:09
0,0.22,285,659.8,53.6,2020-01-24 19:55:13
0,0.22,278,659.8,51.5,2020-01-24 19:55:18
0,0.22,283,659.8,55.7,2020-01-24 19:55:22
0,0.22,286,659.8,59.6,2020-01-24 19:55:26
0,0.22,287,659.8,54.7,2020-01-24 19:55:30
0,0.22,285,659.8,54.1,2020-01-24 19:55:34
0,0.22,283,659.8,53.9,2020-01-24 19:55:39
0,0.22,289,659.8,53.1,2020-01-24 19:55:43
0,0.22,288,659.8,52,2020-01-24 19:55:47
0,0.22,282,659.8,54.3,2020-01-24 19:55:51
0,0.22,284,659.8,55.1,2020-01-24 19:55:55
0,0.22,283,659.8,54.1,2020-01-24 19:56:00
0,0.22,285,659.8,48.9,2020-01-24 19:56:04
0,0.22,288,659.8,54.1,2020-01-24 19:56:08
0,0.22,287,659.8,54.1,2020-01-24 19:56:12
0,0.22,284,659.8,54.1,2020-01-24 19:56:16
0,0.22,286,659.8,54.4,2020-01-24 19:56:21
0,0.22,283,659.8,53.6,2020-01-24 19:56:25
0,0.22,286,659.8,54.1,2020-01-24 19:56:29
0,0.22,294,659.8,54.1,2020-01-24 19:56:33
0,0.22,285,659.8,53.8,2020-01-24 19:56:37
0,0.22,286,659.8,54.9,2020-01-24 19:56:41
0,0.22,289,659.8,55.2,2020-01-24 19:56:46
0,0.22,283,659.8,54.1,2020-01-24 19:56:50
0,0.22,286,659.8,59.4,2020-01-24 19:56:54
0,0.22,287,659.8,54.9,2020-01-24 19:56:58
0,0.22,286,659.8,54.6,2020-01-24 19:57:02
0,0.22,294,659.8,59.6,2020-01-24 19:57:07
0,0.22,286,659.8,54.6,2020-01-24 19:57:11
0,0.22,286,659.8,54.1,2020-01-24 19:57:15
0,0.22,287,659.8,53.9,2020-01-24 19:57:19
0,0.22,281,659.8,54.1,2020-01-24 19:57:23
0,0.22,288,659.8,52.2,2020-01-24 19:57:28
0,0.22,289,659.8,54.1,2020-01-24 19:57:32
0,0.22,288,659.8,54.1,2020-01-24 19:57:36
0,0.22,281,659.8,53,2020-01-24 19:57:40
0,0.22,285,659.8,54.9,2020-01-24 19:57:44
0,0.22,284,659.8,54.9,2020-01-24 19:57:49
0,0.22,286,659.8,56.7,2020-01-24 19:57:53
0,0.22,287,659.8,54.1,2020-01-24 19:57:57
0,0.22,285,659.8,54.9,2020-01-24 19:58:01
0,0.22,288,659.8,54.3,2020-01-24 19:58:05
0,0.22,281,659.8,54.1,2020-01-24 19:58:09
0,0.22,286,659.8,54.1,2020-01-24 19:58:14
0,0.22,291,659.8,54.3,2020-01-24 19:58:18
0,0.22,290,659.8,54.3,2020-01-24 19:58:22
0,0.22,287,659.8,53.1,2020-01-24 19:58:26
0,0.22,291,659.8,54.9,2020-01-24 19:58:30
0,0.22,287,659.8,54.1,2020-01-24 19:58:35
0,0.22,287,659.8,54.6,2020-01-24 19:58:39
0,0.22,287,659.8,54.1,2020-01-24 19:58:43
0,0.22,286,659.8,53.8,2020-01-24 19:58:47
0,0.22,288,659.8,54.7,2020-01-24 19:58:51
0,0.22,286,659.8,54.1,2020-01-24 19:58:56
0,0.22,285,659.8,53.9,2020-01-24 19:59:00
0,0.22,289,659.8,54.7,2020-01-24 19:59:04
0,0.22,285,659.8,54.3,2020-01-24 19:59:08
0,0.22,287,659.8,54.1,2020-01-24 19:59:12
0,0.22,293,659.8,54.9,2020-01-24 19:59:17
0,0.22,283,659.8,54.1,2020-01-24 19:59:21
0,0.22,285,659.8,53.9,2020-01-24 19:59:25
0,0.22,290,659.8,54.7,2020-01-24 19:59:29
0,0.22,291,659.8,54.1,2020-01-24 19:59:33
0,0.22,285,659.8,54.3,2020-01-24 19:59:38
0,0.22,286,659.8,54.1,2020-01-24 19:59:42
0,0.09,287,659.8,53.4,2020-01-24 19:59:46
0,0.09,286,659.8,54.1,2020-01-24 19:59:50
0,0.02,282,659.8,54.9,2020-01-24 19:59:54
0,0.02,287,659.8,54.1,2020-01-24 19:59:58
